,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,class
216,0.0,41.17,4.04,0.0,0.0,2.0,1.0,7.0,0.0,0.0,8.0,1.0,0.0,320.0,0.0,1
217,0.0,55.92,11.5,0.0,0.0,13.0,7.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,8851.0,1
218,0.0,53.92,9.625,0.0,0.0,11.0,0.0,8.665,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1
219,1.0,18.92,9.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,80.0,500.0,1
220,1.0,50.08,12.54,0.0,0.0,12.0,0.0,2.29,0.0,0.0,3.0,0.0,0.0,156.0,0.0,1
221,0.0,65.42,11.0,0.0,0.0,11.0,5.0,20.0,0.0,0.0,7.0,0.0,0.0,22.0,0.0,1
222,1.0,17.58,9.0,0.0,0.0,12.0,0.0,1.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
223,1.0,18.83,9.54,0.0,0.0,12.0,0.0,0.085,0.0,1.0,0.0,1.0,0.0,100.0,0.0,1
224,1.0,37.75,5.5,0.0,0.0,8.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,228.0,0.0,1
225,0.0,23.25,4.0,0.0,0.0,0.0,2.0,0.25,0.0,1.0,0.0,0.0,0.0,160.0,0.0,1
226,0.0,18.08,5.5,0.0,0.0,5.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,80.0,0.0,1
227,1.0,22.5,8.46,1.0,1.0,10.0,0.0,2.46,1.0,1.0,0.0,1.0,0.0,164.0,0.0,1
228,0.0,19.67,0.375,0.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,80.0,0.0,1
229,0.0,22.08,11.0,0.0,0.0,2.0,0.0,0.665,0.0,1.0,0.0,1.0,0.0,100.0,0.0,1
230,0.0,25.17,3.5,0.0,0.0,2.0,0.0,0.625,0.0,0.0,7.0,1.0,0.0,0.0,7059.0,1
231,1.0,47.42,3.0,0.0,0.0,10.0,0.0,13.875,0.0,0.0,2.0,0.0,0.0,519.0,1704.0,1
232,0.0,33.5,1.75,0.0,0.0,10.0,1.0,4.5,0.0,0.0,4.0,0.0,0.0,253.0,857.0,1
233,0.0,27.67,13.75,0.0,0.0,9.0,0.0,5.75,0.0,1.0,0.0,0.0,0.0,487.0,500.0,1
234,1.0,58.42,21.0,0.0,0.0,3.0,2.0,10.0,0.0,0.0,13.0,1.0,0.0,0.0,6700.0,1
235,1.0,20.67,1.835,0.0,0.0,8.0,0.0,2.085,0.0,0.0,5.0,1.0,0.0,220.0,2503.0,1
236,0.0,26.17,0.25,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
237,0.0,21.33,7.5,0.0,0.0,12.0,0.0,1.415,0.0,0.0,1.0,1.0,0.0,80.0,9800.0,1
238,0.0,42.83,4.625,0.0,0.0,8.0,0.0,4.58,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1
239,0.0,38.17,10.125,0.0,0.0,10.0,0.0,2.5,0.0,0.0,6.0,1.0,0.0,520.0,196.0,1
240,0.0,20.5,10.0,1.0,1.0,0.0,0.0,2.5,0.0,1.0,0.0,1.0,2.0,40.0,0.0,1
241,0.0,48.25,25.085,0.0,0.0,9.0,0.0,1.75,0.0,0.0,3.0,1.0,0.0,120.0,14.0,1
242,0.0,28.33,5.0,0.0,0.0,9.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,70.0,0.0,1
243,1.0,18.75,7.5,0.0,0.0,8.0,0.0,2.71,0.0,0.0,5.0,1.0,0.0,184.014771,26726.0,1
244,0.0,18.5,2.0,0.0,0.0,3.0,0.0,1.5,0.0,0.0,2.0,1.0,0.0,120.0,300.0,1
245,0.0,33.17,3.04,1.0,1.0,0.0,1.0,2.04,0.0,0.0,1.0,0.0,0.0,180.0,18027.0,1
246,0.0,45.0,8.5,0.0,0.0,2.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,88.0,2000.0,1
247,1.0,19.67,0.21,0.0,0.0,8.0,1.0,0.29,0.0,0.0,11.0,1.0,0.0,80.0,99.0,1
248,0.0,24.5,12.75,0.0,0.0,0.0,2.0,4.75,0.0,0.0,2.0,1.0,0.0,73.0,444.0,1
249,0.0,21.83,11.0,0.0,0.0,10.0,0.0,0.29,0.0,0.0,6.0,1.0,0.0,121.0,0.0,1
250,0.0,40.25,21.5,0.0,0.0,11.0,5.0,20.0,0.0,0.0,11.0,1.0,0.0,0.0,1200.0,1
251,0.0,41.42,5.0,0.0,0.0,8.0,1.0,5.0,0.0,0.0,6.0,0.0,0.0,470.0,0.0,1
252,1.0,17.83,11.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,3000.0,1
253,0.0,23.17,11.125,0.0,0.0,10.0,1.0,0.46,0.0,0.0,1.0,1.0,0.0,100.0,0.0,1
254,0.0,31.568171,0.625,0.0,0.0,5.0,0.0,0.25,1.0,1.0,0.0,1.0,0.0,380.0,2010.0,0
255,0.0,18.17,10.25,0.0,0.0,0.0,1.0,1.085,1.0,1.0,0.0,1.0,0.0,320.0,13.0,0
256,0.0,20.0,11.045,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,136.0,0.0,0
257,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,144.0,0.0,0
258,1.0,20.75,9.54,0.0,0.0,3.0,0.0,0.04,1.0,1.0,0.0,1.0,0.0,200.0,1000.0,0
259,1.0,24.5,1.75,1.0,1.0,0.0,0.0,0.165,1.0,1.0,0.0,1.0,0.0,132.0,0.0,0
260,0.0,32.75,2.335,0.0,0.0,1.0,1.0,5.75,1.0,1.0,0.0,0.0,0.0,292.0,0.0,0
261,1.0,52.17,0.0,1.0,1.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
262,1.0,48.17,1.335,0.0,0.0,3.0,8.0,0.335,1.0,1.0,0.0,1.0,0.0,0.0,120.0,0
263,1.0,20.42,10.5,1.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,154.0,32.0,0
264,0.0,50.75,0.585,0.0,0.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,145.0,0.0,0
265,0.0,17.08,0.085,1.0,1.0,0.0,0.0,0.04,1.0,1.0,0.0,1.0,0.0,140.0,722.0,0
266,0.0,18.33,1.21,1.0,1.0,11.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,100.0,0.0,0
267,1.0,32.0,6.0,0.0,0.0,1.0,0.0,1.25,1.0,1.0,0.0,1.0,0.0,272.0,0.0,0
268,0.0,59.67,1.54,0.0,0.0,8.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,260.0,0.0,1
269,0.0,18.0,0.165,0.0,0.0,8.0,4.0,0.21,1.0,1.0,0.0,1.0,0.0,200.0,40.0,1
270,0.0,37.58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,184.014771,0.0,1
271,0.0,32.33,2.5,0.0,0.0,0.0,0.0,1.25,1.0,1.0,0.0,0.0,0.0,280.0,0.0,0
272,0.0,18.08,6.75,1.0,1.0,6.0,0.0,0.04,1.0,1.0,0.0,1.0,0.0,140.0,0.0,0
273,0.0,38.25,10.125,1.0,1.0,5.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,160.0,0.0,0
274,0.0,30.67,2.5,0.0,0.0,2.0,1.0,2.25,1.0,1.0,0.0,0.0,2.0,340.0,0.0,0
275,0.0,18.58,5.71,0.0,0.0,1.0,0.0,0.54,1.0,1.0,0.0,1.0,0.0,120.0,0.0,0
276,1.0,19.17,5.415,0.0,0.0,3.0,1.0,0.29,1.0,1.0,0.0,1.0,0.0,80.0,484.0,0
277,1.0,18.17,10.0,1.0,1.0,8.0,1.0,0.165,1.0,1.0,0.0,1.0,0.0,340.0,0.0,0
278,0.0,24.58,13.5,1.0,1.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,184.014771,0.0,0
279,0.0,16.25,0.835,0.0,0.0,6.0,0.0,0.085,0.0,1.0,0.0,1.0,2.0,200.0,0.0,0
280,0.0,21.17,0.875,1.0,1.0,0.0,1.0,0.25,1.0,1.0,0.0,1.0,0.0,280.0,204.0,0
281,0.0,23.92,0.585,1.0,1.0,2.0,1.0,0.125,1.0,1.0,0.0,1.0,0.0,240.0,1.0,0
282,0.0,17.67,4.46,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,1.0,2.0,80.0,0.0,0
283,1.0,16.5,1.25,0.0,0.0,8.0,0.0,0.25,1.0,0.0,1.0,1.0,0.0,108.0,98.0,0
284,0.0,23.25,12.625,0.0,0.0,0.0,0.0,0.125,1.0,0.0,2.0,1.0,0.0,0.0,5552.0,0
285,0.0,17.58,10.0,0.0,0.0,9.0,1.0,0.165,1.0,0.0,1.0,1.0,0.0,120.0,1.0,0
286,1.0,31.568171,1.5,0.0,0.0,13.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,200.0,105.0,0
287,0.0,29.5,0.58,0.0,0.0,9.0,0.0,0.29,1.0,0.0,1.0,1.0,0.0,340.0,2803.0,0
288,0.0,18.83,0.415,1.0,1.0,0.0,0.0,0.165,1.0,0.0,1.0,1.0,0.0,200.0,1.0,0
289,1.0,21.75,1.75,1.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,160.0,0.0,0
290,0.0,23.0,0.75,0.0,0.0,6.0,0.0,0.5,1.0,1.0,0.0,0.0,2.0,320.0,0.0,0
291,1.0,18.25,10.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,120.0,1.0,0
292,0.0,25.42,0.54,0.0,0.0,9.0,0.0,0.165,1.0,0.0,1.0,1.0,0.0,272.0,444.0,0
293,0.0,35.75,2.415,0.0,0.0,9.0,0.0,0.125,1.0,0.0,2.0,1.0,0.0,220.0,1.0,0
294,1.0,16.08,0.335,0.0,0.0,13.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,160.0,126.0,0
295,1.0,31.92,3.125,0.0,0.0,13.0,7.0,3.04,1.0,0.0,2.0,0.0,0.0,200.0,4.0,0
296,0.0,69.17,9.0,0.0,0.0,13.0,7.0,4.0,1.0,0.0,1.0,1.0,0.0,70.0,6.0,0
297,0.0,32.92,2.5,0.0,0.0,12.0,0.0,1.75,1.0,0.0,2.0,0.0,0.0,720.0,0.0,0
298,0.0,16.33,2.75,0.0,0.0,12.0,0.0,0.665,1.0,0.0,1.0,1.0,0.0,80.0,21.0,0
299,0.0,22.17,12.125,0.0,0.0,0.0,0.0,3.335,1.0,0.0,2.0,0.0,0.0,180.0,173.0,0
300,1.0,57.58,2.0,0.0,0.0,13.0,7.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0
301,0.0,18.25,0.165,0.0,0.0,1.0,0.0,0.25,1.0,1.0,0.0,0.0,2.0,280.0,0.0,0
302,0.0,23.42,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,2.0,280.0,0.0,0
303,1.0,15.92,2.875,0.0,0.0,8.0,0.0,0.085,1.0,1.0,0.0,1.0,0.0,120.0,0.0,0
304,1.0,24.75,13.665,0.0,0.0,8.0,1.0,1.5,1.0,1.0,0.0,1.0,0.0,280.0,1.0,0
305,0.0,48.75,26.335,1.0,1.0,13.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
306,0.0,23.5,2.75,0.0,0.0,13.0,7.0,4.5,1.0,1.0,0.0,1.0,0.0,160.0,25.0,0
307,0.0,18.58,10.29,0.0,0.0,13.0,7.0,0.415,1.0,1.0,0.0,1.0,0.0,80.0,0.0,0
308,0.0,27.75,1.29,0.0,0.0,5.0,1.0,0.25,1.0,1.0,0.0,0.0,2.0,140.0,0.0,0
309,1.0,31.75,3.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,160.0,20.0,0
310,1.0,24.83,4.5,0.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,360.0,6.0,0
311,0.0,19.0,1.75,1.0,1.0,0.0,0.0,2.335,1.0,1.0,0.0,0.0,0.0,112.0,6.0,0
312,1.0,16.33,0.21,0.0,0.0,12.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,200.0,1.0,0
313,1.0,18.58,10.0,0.0,0.0,1.0,0.0,0.415,1.0,1.0,0.0,1.0,0.0,80.0,42.0,0
314,0.0,16.25,0.0,1.0,1.0,12.0,0.0,0.25,1.0,1.0,0.0,1.0,0.0,60.0,0.0,0
315,0.0,23.0,0.75,0.0,0.0,6.0,0.0,0.5,0.0,1.0,0.0,0.0,2.0,320.0,0.0,0
316,0.0,21.17,0.25,1.0,1.0,0.0,1.0,0.25,1.0,1.0,0.0,1.0,0.0,280.0,204.0,0
317,0.0,17.5,22.0,2.0,2.0,13.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,450.0,100000.0,1
318,0.0,19.17,0.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,500.0,1.0,1
319,0.0,36.75,0.125,1.0,1.0,0.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,232.0,113.0,1
320,0.0,21.25,1.5,0.0,0.0,9.0,0.0,1.5,1.0,1.0,0.0,1.0,0.0,150.0,8.0,1
321,1.0,18.08,0.375,2.0,2.0,2.0,7.0,10.0,1.0,1.0,0.0,0.0,2.0,300.0,0.0,1
322,1.0,33.67,0.375,0.0,0.0,2.0,0.0,0.375,1.0,1.0,0.0,1.0,0.0,300.0,44.0,1
323,0.0,48.58,0.205,1.0,1.0,5.0,0.0,0.25,0.0,0.0,11.0,1.0,0.0,380.0,2732.0,1
324,0.0,33.67,1.25,0.0,0.0,9.0,0.0,1.165,1.0,1.0,0.0,1.0,0.0,120.0,0.0,0
325,1.0,29.5,1.085,1.0,1.0,10.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,280.0,13.0,0
326,0.0,30.17,1.085,1.0,1.0,0.0,0.0,0.04,1.0,1.0,0.0,1.0,0.0,170.0,179.0,0
327,0.0,40.83,3.5,0.0,0.0,3.0,2.0,0.5,1.0,1.0,0.0,1.0,2.0,1160.0,0.0,0
328,0.0,34.83,2.5,1.0,1.0,9.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,200.0,0.0,0
329,0.0,31.568171,4.0,1.0,1.0,3.0,0.0,0.085,1.0,1.0,0.0,0.0,0.0,411.0,0.0,0
330,0.0,20.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,184.014771,0.0,0
331,1.0,33.25,2.5,1.0,1.0,0.0,0.0,2.5,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0
332,0.0,34.08,2.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,460.0,16.0,0
333,1.0,25.25,12.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,180.0,1062.0,0
334,0.0,34.75,2.5,0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,1.0,0.0,348.0,0.0,0
335,0.0,27.67,0.75,0.0,0.0,8.0,1.0,0.165,1.0,1.0,0.0,0.0,0.0,220.0,251.0,0
336,0.0,47.33,6.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,228.0,0
337,1.0,34.83,1.25,1.0,1.0,3.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,160.0,0.0,0
338,1.0,33.25,3.0,1.0,1.0,12.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,180.0,0.0,0
339,0.0,28.0,3.0,0.0,0.0,9.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0,300.0,67.0,0
340,1.0,39.08,4.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,480.0,0.0,0
341,0.0,42.75,4.085,0.0,0.0,12.0,0.0,0.04,1.0,1.0,0.0,1.0,0.0,108.0,100.0,0
342,0.0,26.92,2.25,0.0,0.0,3.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,640.0,4000.0,0
343,0.0,33.75,2.75,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,180.0,0.0,0
344,0.0,38.92,1.75,0.0,0.0,5.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,300.0,2.0,0
345,0.0,62.75,7.0,0.0,0.0,11.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0,0
346,0.0,32.25,1.5,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,372.0,122.0,0
347,0.0,26.75,4.5,1.0,1.0,0.0,2.0,2.5,1.0,1.0,0.0,1.0,0.0,200.0,1210.0,0
348,0.0,63.33,0.54,0.0,0.0,0.0,0.0,0.585,0.0,0.0,3.0,0.0,0.0,180.0,0.0,0
349,0.0,27.83,1.5,0.0,0.0,9.0,0.0,2.25,1.0,0.0,1.0,0.0,0.0,100.0,3.0,0
350,1.0,26.17,2.0,0.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,276.0,1.0,0
351,0.0,22.17,0.585,1.0,1.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,100.0,0.0,0
352,0.0,22.5,11.5,1.0,1.0,6.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,4000.0,0
353,0.0,30.75,1.585,0.0,0.0,1.0,0.0,0.585,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0
354,0.0,36.67,2.0,0.0,0.0,3.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,221.0,0.0,0
355,1.0,16.0,0.165,0.0,0.0,12.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,320.0,1.0,0
356,0.0,41.17,1.335,0.0,0.0,1.0,0.0,0.165,1.0,1.0,0.0,1.0,0.0,168.0,0.0,0
357,1.0,19.5,0.165,0.0,0.0,8.0,0.0,0.04,1.0,1.0,0.0,0.0,0.0,380.0,0.0,0
358,0.0,32.42,3.0,0.0,0.0,1.0,0.0,0.165,1.0,1.0,0.0,0.0,0.0,120.0,0.0,0
359,1.0,36.75,4.71,0.0,0.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,160.0,0.0,0
360,1.0,30.25,5.5,0.0,0.0,5.0,0.0,5.5,1.0,1.0,0.0,0.0,2.0,100.0,0.0,0
361,0.0,23.08,2.5,0.0,0.0,13.0,7.0,0.085,1.0,1.0,0.0,0.0,0.0,100.0,4208.0,0
362,0.0,26.83,0.54,0.0,0.0,5.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,100.0,0.0,0
363,0.0,16.92,0.335,1.0,1.0,5.0,0.0,0.29,1.0,1.0,0.0,1.0,2.0,200.0,0.0,0
364,0.0,24.42,2.0,0.0,0.0,11.0,6.0,0.165,1.0,0.0,2.0,1.0,0.0,320.0,1300.0,0
365,0.0,42.83,1.25,0.0,0.0,6.0,0.0,13.875,1.0,0.0,1.0,0.0,0.0,352.0,112.0,0
366,1.0,22.75,6.165,0.0,0.0,12.0,0.0,0.165,1.0,1.0,0.0,1.0,0.0,220.0,1000.0,0
367,0.0,39.42,1.71,1.0,1.0,6.0,0.0,0.165,1.0,1.0,0.0,1.0,2.0,400.0,0.0,0
368,1.0,23.58,11.5,1.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,20.0,16.0,0
369,0.0,21.42,0.75,1.0,1.0,7.0,4.0,0.75,1.0,1.0,0.0,0.0,0.0,132.0,2.0,0
370,0.0,33.0,2.5,1.0,1.0,9.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,280.0,0.0,0
371,0.0,26.33,13.0,0.0,0.0,11.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,140.0,1110.0,0
372,1.0,45.0,4.585,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,240.0,0.0,0
373,0.0,26.25,1.54,0.0,0.0,9.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,100.0,0.0,0
374,0.0,28.17,0.585,0.0,0.0,12.0,0.0,0.04,1.0,1.0,0.0,1.0,0.0,260.0,1004.0,0
375,1.0,20.83,0.5,1.0,1.0,11.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,260.0,0.0,0
376,0.0,28.67,14.5,0.0,0.0,1.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,0.0,286.0,0
377,0.0,20.67,0.835,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,240.0,0.0,0
378,0.0,34.42,1.335,0.0,0.0,3.0,2.0,0.125,1.0,1.0,0.0,0.0,0.0,440.0,4500.0,0
379,0.0,33.58,0.25,0.0,0.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,420.0,0.0,0
380,0.0,43.17,5.0,0.0,0.0,3.0,2.0,2.25,1.0,1.0,0.0,0.0,0.0,141.0,0.0,0
381,1.0,22.67,7.0,0.0,0.0,0.0,0.0,0.165,1.0,1.0,0.0,1.0,0.0,160.0,0.0,0
382,1.0,24.33,2.5,1.0,1.0,3.0,2.0,4.5,1.0,1.0,0.0,1.0,0.0,200.0,456.0,0
383,1.0,56.83,4.25,1.0,1.0,13.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0
384,0.0,22.08,11.46,0.0,0.0,5.0,0.0,1.585,1.0,1.0,0.0,0.0,0.0,100.0,1212.0,0
385,0.0,34.0,5.5,1.0,1.0,0.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,60.0,0.0,0
386,0.0,22.58,1.5,1.0,1.0,12.0,0.0,0.54,1.0,1.0,0.0,0.0,0.0,120.0,67.0,0
387,0.0,21.17,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0
388,0.0,26.67,14.585,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,178.0,0.0,0
389,0.0,22.92,0.17,0.0,0.0,6.0,0.0,0.085,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0
390,0.0,15.17,7.0,0.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,600.0,0.0,0
391,0.0,39.92,5.0,0.0,0.0,3.0,2.0,0.21,1.0,1.0,0.0,1.0,0.0,550.0,0.0,0
392,0.0,27.42,12.5,0.0,0.0,12.0,2.0,0.25,1.0,1.0,0.0,0.0,0.0,720.0,0.0,0
393,0.0,24.75,0.54,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,120.0,1.0,0
394,0.0,41.17,1.25,1.0,1.0,9.0,0.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,195.0,0
395,1.0,33.08,1.625,0.0,0.0,1.0,0.0,0.54,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
396,0.0,29.83,2.04,1.0,1.0,10.0,1.0,0.04,1.0,1.0,0.0,1.0,0.0,128.0,1.0,0
397,1.0,23.58,0.585,1.0,1.0,13.0,7.0,0.125,1.0,1.0,0.0,1.0,0.0,120.0,87.0,0
398,0.0,26.17,12.5,1.0,1.0,5.0,1.0,1.25,1.0,1.0,0.0,0.0,0.0,0.0,17.0,0
399,0.0,31.0,2.085,0.0,0.0,0.0,0.0,0.085,1.0,1.0,0.0,1.0,0.0,300.0,0.0,0
400,0.0,20.75,5.085,1.0,1.0,4.0,0.0,0.29,1.0,1.0,0.0,1.0,0.0,140.0,184.0,0
401,0.0,28.92,0.375,0.0,0.0,0.0,0.0,0.29,1.0,1.0,0.0,1.0,0.0,220.0,140.0,0
402,1.0,51.92,6.5,0.0,0.0,3.0,2.0,3.085,1.0,1.0,0.0,0.0,0.0,73.0,0.0,0
403,1.0,22.67,0.335,0.0,0.0,8.0,0.0,0.75,1.0,1.0,0.0,1.0,2.0,160.0,0.0,0
404,0.0,34.0,5.085,1.0,1.0,3.0,2.0,1.085,1.0,1.0,0.0,0.0,0.0,480.0,0.0,0
405,1.0,69.5,6.0,0.0,0.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0
406,1.0,40.33,8.125,1.0,1.0,5.0,0.0,0.165,1.0,0.0,2.0,1.0,0.0,184.014771,18.0,0
407,1.0,19.58,0.665,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2000.0,2.0,0
408,0.0,16.0,3.125,0.0,0.0,9.0,0.0,0.085,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0
409,0.0,17.08,0.25,0.0,0.0,8.0,0.0,0.335,1.0,0.0,4.0,1.0,0.0,160.0,8.0,0
410,0.0,31.25,2.835,0.0,0.0,13.0,7.0,0.0,1.0,0.0,5.0,1.0,0.0,176.0,146.0,0
411,0.0,25.17,3.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,1.0,1.0,0.0,0.0,22.0,0
412,1.0,22.67,0.79,0.0,0.0,3.0,0.0,0.085,1.0,1.0,0.0,1.0,0.0,144.0,0.0,0
413,0.0,40.58,1.5,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,300.0,0.0,0
414,0.0,22.25,0.46,0.0,0.0,5.0,0.0,0.125,1.0,1.0,0.0,0.0,0.0,280.0,55.0,0
415,1.0,22.25,1.25,1.0,1.0,13.0,7.0,3.25,1.0,1.0,0.0,1.0,0.0,280.0,0.0,0
416,0.0,22.5,0.125,1.0,1.0,5.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,200.0,70.0,0
417,0.0,23.58,1.79,0.0,0.0,0.0,0.0,0.54,1.0,1.0,0.0,0.0,0.0,136.0,1.0,0
418,0.0,38.42,0.705,0.0,0.0,0.0,0.0,0.375,1.0,0.0,2.0,1.0,0.0,225.0,500.0,0
419,1.0,26.58,2.54,1.0,1.0,13.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,180.0,60.0,0
420,0.0,35.0,2.5,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,210.0,0.0,0
421,0.0,20.42,1.085,0.0,0.0,8.0,0.0,1.5,1.0,1.0,0.0,1.0,0.0,108.0,7.0,0
422,0.0,29.42,1.25,0.0,0.0,9.0,0.0,1.75,1.0,1.0,0.0,1.0,0.0,200.0,0.0,0
423,0.0,26.17,0.835,0.0,0.0,2.0,0.0,1.165,1.0,1.0,0.0,1.0,0.0,100.0,0.0,0
424,0.0,33.67,2.165,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,1.0,1.0,120.0,0.0,0
425,0.0,24.58,1.25,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,1.0,0.0,110.0,0.0,0
426,1.0,27.67,2.04,0.0,0.0,9.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,180.0,50.0,0
427,0.0,37.5,0.835,0.0,0.0,11.0,0.0,0.04,1.0,1.0,0.0,1.0,0.0,120.0,5.0,0
428,0.0,49.17,2.29,0.0,0.0,13.0,7.0,0.29,1.0,1.0,0.0,1.0,0.0,200.0,3.0,0
429,0.0,33.58,0.335,1.0,1.0,2.0,0.0,0.085,1.0,1.0,0.0,1.0,0.0,180.0,0.0,0
430,0.0,51.83,3.0,1.0,1.0,13.0,7.0,1.5,1.0,1.0,0.0,1.0,0.0,180.0,4.0,0
431,0.0,22.92,3.165,1.0,1.0,0.0,0.0,0.165,1.0,1.0,0.0,1.0,0.0,160.0,1058.0,0
432,0.0,21.83,1.54,0.0,0.0,5.0,0.0,0.085,1.0,1.0,0.0,0.0,0.0,356.0,0.0,0
