,surgery,Age,rectal_temperature,pulse,respiratory_rate,temp_extremities,peripheral_pulse,mucous_membranes,capillary_refill_time,pain,peristalsis,abdominal_distension,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_PH,rectal_examination,abdomen,packed_cell_volume,total_protein,abdominocentesis_appearance,abdomcentesis_total_protein,outcome,surgical_lesion
144,0.0,0.0,37.1,84.0,40.0,2.0,2.0,5.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,75.0,81.0,1.0,2.94812,2.0,0
145,1.0,0.0,38.134448,80.0,32.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,4.962319,2.0,4.0,50.0,80.0,1.0,2.94812,0.0,1
146,0.0,0.0,38.2,48.0,30.521886,0.0,2.0,2.0,0.0,2.0,3.0,3.0,0.0,2.0,2.0,3.0,4.0,42.0,71.0,1.0,2.94812,0.0,1
147,1.0,0.0,38.0,44.0,12.0,1.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,6.5,0.0,3.0,33.0,6.5,1.0,2.94812,1.0,1
148,0.0,0.0,38.3,132.0,30.521886,2.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,6.2,3.0,3.0,57.0,8.0,1.0,5.2,0.0,1
149,1.0,0.0,38.7,48.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.962319,0.0,4.0,34.0,63.0,1.0,2.94812,0.0,0
150,1.0,0.0,38.9,44.0,14.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,4.962319,3.0,1.0,33.0,64.0,1.0,2.94812,0.0,0
151,0.0,0.0,39.3,70.75731,30.521886,3.0,2.0,5.0,1.0,3.0,3.0,1.0,0.0,2.0,4.0,3.0,3.0,75.0,24.771077,2.0,4.3,1.0,1
152,0.0,0.0,38.134448,100.0,30.521886,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,4.0,68.0,64.0,2.0,2.0,0.0,1
153,1.0,0.0,38.6,48.0,20.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.962319,2.0,1.0,50.0,7.3,0.0,2.94812,0.0,0
154,1.0,0.0,38.8,48.0,40.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,4.962319,3.0,4.0,41.0,65.0,1.0,2.94812,0.0,1
155,1.0,0.0,38.0,48.0,20.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,5.0,3.0,1.0,49.0,8.3,0.0,2.94812,0.0,0
156,1.0,0.0,38.6,52.0,20.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4.962319,0.0,2.0,36.0,6.6,0.0,5.0,0.0,0
157,0.0,0.0,37.8,60.0,24.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,52.0,75.0,1.0,2.94812,2.0,1
158,1.0,0.0,38.0,42.0,40.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,0.0,0
159,1.0,0.0,38.134448,70.75731,12.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,4.962319,0.0,2.0,44.0,7.5,1.0,2.94812,0.0,0
160,0.0,0.0,38.134448,70.75731,30.521886,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,4.962319,3.0,4.0,35.0,58.0,1.0,1.0,0.0,1
161,0.0,0.0,38.3,42.0,24.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,40.0,8.5,1.0,2.94812,1.0,1
162,1.0,0.0,39.5,60.0,10.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,4.962319,2.0,4.0,38.0,56.0,0.0,2.94812,0.0,0
163,0.0,0.0,38.0,66.0,20.0,0.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,4.962319,2.0,4.0,46.0,46.0,2.0,2.0,2.0,1
164,0.0,0.0,38.7,76.0,30.521886,0.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,4.962319,3.0,3.0,50.0,8.0,1.0,2.94812,0.0,1
165,0.0,0.0,39.4,120.0,48.0,2.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,4.962319,3.0,4.0,56.0,64.0,0.0,2.0,2.0,0
166,0.0,0.0,38.3,40.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.962319,1.0,0.0,43.0,5.9,0.0,2.94812,0.0,0
167,1.0,0.0,38.134448,44.0,24.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,0.0,45.656798,6.3,1.0,2.94812,0.0,0
168,0.0,0.0,38.4,104.0,40.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,6.5,3.0,3.0,55.0,8.5,1.0,2.94812,0.0,1
169,0.0,0.0,38.134448,65.0,24.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,2.0,1
170,1.0,0.0,37.5,44.0,20.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,4.962319,0.0,4.0,35.0,7.2,1.0,2.94812,0.0,0
171,1.0,0.0,39.0,86.0,16.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,1.0,1.0,4.962319,3.0,4.0,68.0,5.8,2.0,6.0,1.0,1
172,0.0,0.0,38.5,129.0,48.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,57.0,66.0,2.0,2.0,0.0,1
173,0.0,0.0,38.134448,104.0,30.521886,2.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,4.962319,3.0,3.0,69.0,8.6,1.0,3.4,1.0,1
174,1.0,0.0,38.134448,70.75731,30.521886,2.0,3.0,5.0,0.0,3.0,2.0,3.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,1.0,1
175,0.0,0.0,38.134448,70.75731,30.521886,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,0.0,1
176,0.0,0.0,38.2,60.0,30.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,2.0,1.0,48.0,66.0,1.0,2.94812,0.0,1
177,0.0,0.0,38.134448,68.0,14.0,2.0,0.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,4.3,3.0,4.0,45.656798,24.771077,1.0,2.8,1.0,1
178,0.0,0.0,38.134448,60.0,30.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,0.0,0.0,4.962319,3.0,4.0,45.0,70.0,2.0,2.0,0.0,1
179,1.0,0.0,38.5,100.0,30.521886,2.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,2.0,0
180,0.0,0.0,38.4,84.0,30.0,2.0,0.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,6.5,3.0,3.0,47.0,7.5,2.0,2.94812,1.0,1
181,1.0,0.0,37.8,48.0,14.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,5.3,0.0,4.0,35.0,7.5,1.0,2.94812,0.0,0
182,0.0,0.0,38.0,70.75731,24.0,2.0,2.0,5.0,1.0,4.0,2.0,3.0,0.0,0.0,4.962319,3.0,4.0,68.0,7.8,1.0,2.94812,1.0,1
183,1.0,0.0,37.8,56.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.962319,0.0,4.0,44.0,68.0,0.0,1.0,0.0,0
184,1.0,0.0,38.2,68.0,32.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.962319,0.0,0.0,43.0,65.0,1.0,2.94812,0.0,0
185,0.0,0.0,38.5,120.0,60.0,3.0,2.0,5.0,1.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,54.0,24.771077,1.0,2.94812,0.0,1
186,0.0,0.0,39.3,64.0,90.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,4.962319,3.0,4.0,39.0,6.7,1.0,2.94812,0.0,1
187,0.0,0.0,38.4,80.0,30.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.962319,3.0,4.0,32.0,6.1,2.0,4.3,0.0,1
188,0.0,0.0,38.5,60.0,30.521886,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.962319,3.0,4.0,33.0,53.0,0.0,2.94812,0.0,1
189,0.0,0.0,38.3,60.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,30.0,6.0,0.0,3.0,0.0,1
190,0.0,0.0,37.1,40.0,8.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,4.962319,2.0,2.0,23.0,6.7,2.0,2.94812,0.0,1
191,1.0,1.0,38.134448,100.0,44.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.962319,0.0,4.0,37.0,4.7,1.0,2.94812,0.0,0
192,0.0,0.0,38.2,48.0,18.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,4.962319,3.0,4.0,48.0,74.0,0.0,2.0,0.0,1
193,0.0,0.0,38.134448,60.0,48.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0,4.962319,3.0,4.0,58.0,7.6,1.0,2.94812,1.0,1
194,1.0,0.0,37.9,88.0,24.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.962319,3.0,0.0,37.0,56.0,1.0,2.94812,0.0,0
195,1.0,0.0,38.0,44.0,12.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.962319,0.0,4.0,42.0,64.0,1.0,2.94812,0.0,0
196,1.0,0.0,38.5,60.0,20.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,4.962319,1.0,2.0,63.0,7.5,1.0,2.3,2.0,0
197,1.0,0.0,38.5,96.0,36.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,4.962319,3.0,4.0,70.0,8.5,1.0,2.94812,1.0,1
198,1.0,0.0,38.3,60.0,20.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.962319,2.0,4.0,34.0,66.0,1.0,2.94812,0.0,0
199,1.0,0.0,38.5,60.0,40.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.962319,2.0,1.0,49.0,59.0,1.0,2.94812,0.0,0
200,0.0,0.0,37.3,48.0,12.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,4.962319,2.0,2.0,40.0,6.6,1.0,2.94812,0.0,1
201,0.0,0.0,38.5,86.0,30.521886,0.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,0.0,4.962319,2.0,4.0,45.0,7.4,0.0,3.4,1.0,1
202,0.0,0.0,37.5,48.0,40.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.962319,3.0,4.0,41.0,55.0,2.0,2.0,2.0,1
203,1.0,0.0,37.2,36.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,4.962319,3.0,0.0,35.0,5.7,1.0,2.94812,0.0,0
204,0.0,0.0,39.2,70.75731,23.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,4.962319,3.0,4.0,36.0,6.6,0.0,3.0,0.0,1
205,1.0,0.0,38.5,100.0,30.521886,2.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,2.0,0
206,0.0,0.0,38.5,96.0,30.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,4.962319,2.0,4.0,50.0,65.0,1.0,2.94812,0.0,1
207,0.0,0.0,38.134448,70.75731,30.521886,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,45.0,8.7,1.0,2.94812,1.0,1
208,0.0,0.0,37.8,88.0,80.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,4.962319,3.0,4.0,64.0,89.0,1.0,2.94812,2.0,1
209,1.0,0.0,37.5,44.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.962319,2.0,2.0,43.0,51.0,0.0,1.0,0.0,0
210,0.0,0.0,37.9,68.0,20.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,4.962319,0.0,4.0,45.0,4.0,2.0,2.8,1.0,1
211,0.0,0.0,38.0,86.0,24.0,3.0,2.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,4.962319,3.0,4.0,45.0,5.5,0.0,10.1,1.0,1
212,0.0,1.0,38.9,120.0,30.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,4.0,47.0,6.3,0.0,2.94812,0.0,0
213,0.0,0.0,37.6,45.0,12.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,4.962319,0.0,3.0,39.0,7.0,1.0,1.5,0.0,1
214,1.0,0.0,38.6,56.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.962319,1.0,4.0,40.0,7.0,1.0,2.1,0.0,0
215,0.0,0.0,37.8,40.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.962319,0.0,1.0,38.0,7.0,1.0,2.94812,0.0,1
216,1.0,0.0,38.134448,70.75731,30.521886,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,0.0,0
217,0.0,0.0,38.0,76.0,18.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,71.0,11.0,1.0,2.94812,0.0,1
218,0.0,0.0,38.1,40.0,36.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,2.0,1
219,0.0,0.0,38.134448,52.0,28.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,1.0,0.0,4.962319,3.0,3.0,37.0,8.1,1.0,2.94812,0.0,1
220,0.0,0.0,39.2,88.0,58.0,3.0,3.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.0,2.0,0
221,0.0,0.0,38.5,92.0,40.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,4.962319,3.0,4.0,46.0,67.0,1.0,2.0,0.0,1
222,0.0,0.0,38.134448,112.0,13.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,4.5,3.0,3.0,60.0,6.3,2.0,2.94812,0.0,1
223,0.0,0.0,37.7,66.0,12.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,4.962319,3.0,3.0,31.5,6.2,1.0,1.6,0.0,1
224,0.0,0.0,38.8,50.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.962319,2.0,4.0,38.0,58.0,1.0,2.94812,0.0,1
225,1.0,0.0,38.4,54.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.962319,2.0,1.0,49.0,7.2,0.0,8.0,0.0,0
226,0.0,0.0,39.2,120.0,20.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0,4.962319,3.0,3.0,60.0,8.8,2.0,2.94812,1.0,1
227,0.0,1.0,38.134448,70.75731,30.521886,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,45.0,6.5,1.0,2.94812,0.0,1
228,0.0,0.0,37.3,90.0,40.0,2.0,0.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,4.962319,0.0,4.0,65.0,50.0,2.0,2.0,2.0,1
229,0.0,1.0,38.5,120.0,70.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.962319,0.0,4.0,35.0,54.0,0.0,1.0,0.0,1
230,0.0,0.0,38.5,104.0,40.0,2.0,2.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,0.0,1
231,1.0,0.0,39.5,92.0,28.0,2.0,2.0,5.0,0.0,4.0,3.0,0.0,1.0,2.0,4.962319,3.0,4.0,72.0,6.4,1.0,3.6,1.0,0
232,0.0,0.0,38.5,30.0,18.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,40.0,7.7,1.0,2.94812,0.0,1
233,0.0,0.0,38.3,72.0,30.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,4.962319,2.0,4.0,43.0,7.0,1.0,3.9,0.0,1
234,1.0,0.0,37.5,48.0,30.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.962319,0.0,0.0,48.0,8.6,1.0,2.94812,0.0,0
235,0.0,0.0,38.1,52.0,24.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,1.0,2.0,7.0,0.0,4.0,54.0,7.5,1.0,2.6,1.0,1
236,1.0,0.0,38.2,42.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.962319,0.0,4.0,36.0,6.9,1.0,2.94812,0.0,0
237,1.0,0.0,37.9,54.0,42.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,4.962319,3.0,1.0,47.0,54.0,2.0,1.0,0.0,0
238,1.0,0.0,36.1,88.0,30.521886,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,4.962319,3.0,3.0,45.0,7.0,2.0,4.8,2.0,1
239,0.0,0.0,38.1,70.0,22.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,36.0,65.0,1.0,2.94812,2.0,1
240,0.0,0.0,38.0,90.0,30.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,0.0,4.962319,3.0,4.0,55.0,6.1,1.0,2.94812,1.0,1
241,0.0,0.0,38.2,52.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.962319,0.0,4.0,43.0,8.1,1.0,2.94812,0.0,0
242,0.0,0.0,38.134448,36.0,32.0,0.0,0.0,3.0,0.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,41.0,5.9,1.0,2.94812,1.0,1
243,0.0,0.0,38.4,92.0,20.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,4.962319,0.0,4.0,45.656798,24.771077,1.0,2.94812,0.0,1
244,0.0,1.0,38.2,124.0,88.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,4.962319,3.0,4.0,47.0,8.0,0.0,2.94812,0.0,1
245,1.0,0.0,38.134448,96.0,30.521886,2.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,0.0,4.962319,3.0,4.0,60.0,24.771077,1.0,2.94812,1.0,1
246,0.0,0.0,37.6,68.0,32.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0,6.5,0.0,4.0,47.0,7.2,0.0,2.94812,0.0,1
247,0.0,0.0,38.1,88.0,24.0,2.0,2.0,3.0,0.0,4.0,3.0,2.0,1.0,0.0,4.962319,2.0,3.0,41.0,4.6,1.0,2.94812,1.0,1
248,0.0,0.0,38.0,108.0,60.0,1.0,2.0,3.0,0.0,3.0,2.0,2.0,1.0,0.0,4.962319,2.0,3.0,45.656798,24.771077,2.0,2.94812,0.0,1
249,1.0,0.0,38.2,48.0,30.521886,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,1.0,34.0,6.6,1.0,2.94812,0.0,0
250,0.0,0.0,39.3,100.0,51.0,3.0,3.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,66.0,13.0,2.0,2.0,2.0,1
251,1.0,0.0,36.6,42.0,18.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.962319,3.0,4.0,52.0,7.1,1.0,2.94812,1.0,1
252,0.0,1.0,38.8,124.0,36.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,4.962319,3.0,3.0,50.0,7.6,2.0,2.94812,1.0,1
253,1.0,0.0,38.134448,112.0,24.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,0.0,4.962319,3.0,4.0,40.0,5.3,2.0,2.6,0.0,0
254,0.0,0.0,38.134448,80.0,30.521886,2.0,2.0,2.0,0.0,3.0,3.0,3.0,1.0,0.0,4.962319,3.0,4.0,43.0,70.0,1.0,2.94812,0.0,1
255,0.0,1.0,38.8,184.0,84.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,4.962319,1.0,4.0,33.0,3.3,1.0,2.94812,1.0,1
256,0.0,0.0,37.5,72.0,30.521886,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.962319,0.0,4.0,35.0,65.0,1.0,2.0,2.0,1
257,0.0,0.0,38.7,96.0,28.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,2.0,7.5,3.0,4.0,64.0,9.0,1.0,2.94812,1.0,1
258,1.0,0.0,37.5,52.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,4.962319,2.0,4.0,36.0,61.0,0.0,1.0,0.0,0
259,0.0,0.0,40.8,72.0,42.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,54.0,7.4,2.0,2.94812,1.0,1
260,1.0,0.0,38.0,40.0,25.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,4.962319,3.0,4.0,37.0,69.0,1.0,2.94812,0.0,0
261,1.0,0.0,38.4,48.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.962319,3.0,1.0,39.0,6.5,1.0,2.94812,0.0,0
262,1.0,1.0,38.6,88.0,28.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,35.0,5.9,1.0,2.94812,0.0,0
263,0.0,0.0,37.1,75.0,36.0,2.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,3.0,3.0,48.0,7.4,2.0,3.2,1.0,1
264,0.0,0.0,38.3,44.0,21.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,4.962319,0.0,4.0,44.0,6.5,1.0,4.4,0.0,1
265,1.0,0.0,38.134448,56.0,68.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,0.0,4.0,40.0,6.0,1.0,2.94812,2.0,1
266,1.0,0.0,38.6,68.0,20.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,4.962319,0.0,4.0,38.0,6.5,0.0,2.94812,0.0,0
267,1.0,0.0,38.3,54.0,18.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,5.4,3.0,3.0,44.0,7.2,2.0,2.94812,0.0,0
268,0.0,0.0,38.2,42.0,20.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,2.0,4.0,47.0,60.0,1.0,2.94812,0.0,0
269,0.0,0.0,39.3,64.0,90.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,6.5,0.0,4.0,39.0,6.7,1.0,2.94812,0.0,1
270,0.0,0.0,37.5,60.0,50.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3.5,2.0,3.0,35.0,6.5,1.0,2.94812,1.0,1
271,0.0,0.0,37.7,80.0,30.521886,2.0,2.0,5.0,0.0,4.0,3.0,0.0,1.0,2.0,4.962319,2.0,0.0,50.0,55.0,2.0,2.0,0.0,1
272,0.0,0.0,38.134448,100.0,30.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,4.962319,3.0,3.0,52.0,6.6,1.0,2.94812,0.0,1
273,0.0,0.0,37.7,120.0,28.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,4.962319,3.0,4.0,65.0,7.0,2.0,2.94812,1.0,1
274,0.0,0.0,38.134448,76.0,30.521886,2.0,2.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,2.0,1
275,0.0,1.0,38.8,150.0,50.0,0.0,2.0,5.0,1.0,4.0,2.0,1.0,0.0,0.0,4.962319,3.0,4.0,50.0,6.2,1.0,2.94812,1.0,1
276,0.0,0.0,38.0,36.0,16.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,37.0,75.0,1.0,1.0,2.0,0
277,1.0,0.0,36.9,50.0,40.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,7.0,3.0,4.0,37.5,6.5,1.0,2.94812,0.0,0
278,1.0,0.0,37.8,40.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.962319,0.0,0.0,37.0,6.8,1.0,2.94812,0.0,0
279,1.0,0.0,38.2,56.0,40.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,7.5,3.0,4.0,47.0,7.2,0.0,2.5,0.0,0
280,0.0,0.0,38.6,48.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.962319,3.0,4.0,36.0,67.0,1.0,2.94812,0.0,0
281,1.0,0.0,40.0,78.0,30.521886,2.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,4.962319,3.0,0.0,66.0,6.5,1.0,2.94812,1.0,1
282,0.0,0.0,38.134448,70.0,16.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,4.962319,3.0,4.0,60.0,7.5,1.0,2.94812,1.0,1
283,0.0,0.0,38.2,72.0,18.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,35.0,6.4,1.0,2.94812,0.0,1
284,1.0,0.0,38.5,54.0,30.521886,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.962319,0.0,4.0,40.0,6.8,1.0,7.0,0.0,0
285,0.0,0.0,38.5,66.0,24.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,40.0,6.7,0.0,2.94812,0.0,1
286,1.0,0.0,37.8,82.0,12.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,4.962319,3.0,4.0,50.0,7.0,1.0,2.94812,2.0,1
287,1.0,1.0,39.5,84.0,30.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,28.0,5.0,1.0,2.94812,0.0,0
288,0.0,0.0,38.134448,70.75731,30.521886,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.962319,3.0,4.0,45.656798,24.771077,1.0,2.94812,0.0,1
289,0.0,0.0,38.0,50.0,36.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,4.962319,2.0,4.0,39.0,6.6,0.0,5.3,0.0,1
